event_id,user_id,product_id,product_name,event_type,event_time
919f6d89-f928-4b3d-b693-2f3712a052e1,user_11,P1002,Laptop,purchase,2025-05-02 12:27:18
24d09539-9198-4119-8f85-3190b7baa011,user_7,P1001,Smartphone,purchase,2025-05-02 12:27:18
f6af7a5d-d83f-42eb-9da8-0de3fb1d505e,user_64,P1003,Headphones,add_to_cart,2025-05-02 12:27:18
aed5795b-513f-443e-a40c-559926c65d93,user_47,P1005,Smartwatch,click,2025-05-02 12:27:18
ba5fe339-a61b-4070-804c-7282119ed8df,user_33,P1001,Smartphone,add_to_cart,2025-05-02 12:27:18
8d2c81a8-ce1e-4282-805f-40c80dcb90ad,user_72,P1001,Smartphone,view,2025-05-02 12:27:18
b8d62cbf-8eba-4d41-b10e-6e41fe70a834,user_5,P1002,Laptop,add_to_cart,2025-05-02 12:27:18
c9361130-09f3-4220-b5a7-ac0cd1dce818,user_31,P1005,Smartwatch,click,2025-05-02 12:27:18
6162797f-63ea-41b7-b32d-9889284e884a,user_33,P1004,Camera,view,2025-05-02 12:27:18
a239a6a9-8b2d-47d9-a021-a50cd2126649,user_93,P1005,Smartwatch,view,2025-05-02 12:27:18
37367b47-23e0-452c-9a00-a7eb1a9376de,user_15,P1001,Smartphone,purchase,2025-05-02 12:27:18
dc2c4196-de6b-41f8-b25a-c7aac74d59ba,user_63,P1003,Headphones,click,2025-05-02 12:27:18
93bb48a0-83ef-4fe3-b421-5661d684e155,user_75,P1003,Headphones,purchase,2025-05-02 12:27:18
494a707e-ab42-42a6-8fd3-d5a34aac1af9,user_95,P1005,Smartwatch,add_to_cart,2025-05-02 12:27:18
6eaffd2d-710f-4b5b-8eb6-4fa19c9498ff,user_78,P1004,Camera,click,2025-05-02 12:27:18
d6e054a7-b214-449d-83fb-89650195a7ec,user_60,P1002,Laptop,add_to_cart,2025-05-02 12:27:18
86a84a6c-73a1-4777-861e-c1a1cd9d5ef0,user_66,P1003,Headphones,click,2025-05-02 12:27:18
221440f8-8b3d-47df-a07e-1f7f003f75d1,user_42,P1005,Smartwatch,view,2025-05-02 12:27:18
1b83ed54-6811-48fb-b156-c2f3f5848029,user_84,P1003,Headphones,view,2025-05-02 12:27:18
1f344c1d-8c9c-4c42-bae2-cbdc4ddf2268,user_44,P1005,Smartwatch,add_to_cart,2025-05-02 12:27:18
c7119675-0dcd-4f6c-a813-0e0848471cd5,user_85,P1004,Camera,add_to_cart,2025-05-02 12:27:18
404188bd-7551-4e07-818d-673af454a2c9,user_79,P1004,Camera,add_to_cart,2025-05-02 12:27:18
47cbcb1e-c6b5-4aa8-8111-922a87e68c0d,user_94,P1005,Smartwatch,purchase,2025-05-02 12:27:18
4f9370c0-ef8a-4f32-910a-fcce14fd7add,user_3,P1002,Laptop,click,2025-05-02 12:27:18
bbd873b6-fae8-4e27-9b3f-de1ed72a7e68,user_71,P1002,Laptop,add_to_cart,2025-05-02 12:27:18
66b24ea8-47f0-478d-ac64-27f8b8b44fdb,user_95,P1004,Camera,purchase,2025-05-02 12:27:18
de55e6a5-f067-49bb-a186-812575da8b3c,user_97,P1002,Laptop,click,2025-05-02 12:27:18
6aeb7587-d0cf-44cd-8835-a17248c593c5,user_2,P1004,Camera,purchase,2025-05-02 12:27:18
861b9268-6e6b-4c01-92c6-2229d4a85387,user_67,P1002,Laptop,view,2025-05-02 12:27:18
c772845c-6974-4a8a-8b02-2f729f181cd2,user_74,P1003,Headphones,view,2025-05-02 12:27:18
0d73c084-7ca4-4706-a20e-f9f48f7b580c,user_68,P1004,Camera,add_to_cart,2025-05-02 12:27:18
aa9bb8fe-8158-4d50-8617-3e4a0fa55519,user_83,P1002,Laptop,add_to_cart,2025-05-02 12:27:18
91fb3214-e3ec-4209-8264-3ed18f0863fc,user_93,P1002,Laptop,click,2025-05-02 12:27:18
e6657768-6a9c-4694-889f-4382a13044df,user_57,P1004,Camera,view,2025-05-02 12:27:18
90c6c77a-8577-4552-8851-bf781f942da6,user_41,P1001,Smartphone,view,2025-05-02 12:27:18
360e8402-31aa-48ae-a8fb-c9d2e8bd4392,user_10,P1004,Camera,purchase,2025-05-02 12:27:18
06e2577e-3f96-40c8-b897-df766722544a,user_45,P1002,Laptop,view,2025-05-02 12:27:18
717a56e0-23a8-4ccb-8e58-0fdea63a3fa5,user_65,P1003,Headphones,purchase,2025-05-02 12:27:18
