event_id,user_id,product_id,product_name,event_type,event_time
4b90fa05-c314-4349-ad15-773415e134fa,user_37,P1005,Smartwatch,click,2025-05-02 12:25:18
1b2ca044-32f0-44cc-8110-8b2b80809322,user_68,P1005,Smartwatch,view,2025-05-02 12:25:18
75343632-8b90-4c6f-9caf-2ac680f9b739,user_59,P1002,Laptop,add_to_cart,2025-05-02 12:25:18
78c08702-822b-403a-b9a6-1449eb2c9b57,user_53,P1004,Camera,click,2025-05-02 12:25:18
ad66064b-b6af-4d18-96d0-f1aeb72a3b05,user_29,P1002,Laptop,view,2025-05-02 12:25:18
edfc51a3-a868-4085-bc7d-784b59874318,user_33,P1003,Headphones,click,2025-05-02 12:25:18
2aceb253-43a4-459e-8986-83438743ba78,user_60,P1003,Headphones,click,2025-05-02 12:25:18
6247dd8b-5633-42e5-8361-1bfef55a986a,user_93,P1003,Headphones,click,2025-05-02 12:25:18
21f87bfa-5ffe-4ff0-8da6-4f4ca6d55b45,user_42,P1003,Headphones,purchase,2025-05-02 12:25:18
b764214b-5e5f-4909-bcf6-9d348c340137,user_65,P1001,Smartphone,purchase,2025-05-02 12:25:18
fe5bddb9-eac3-4e42-86a4-c73a55c6c12c,user_6,P1004,Camera,purchase,2025-05-02 12:25:18
f9f1f29e-7acf-4f66-988e-5531b33f5f46,user_52,P1001,Smartphone,add_to_cart,2025-05-02 12:25:18
18feb3af-5621-4336-9e70-a05be2840fe1,user_32,P1001,Smartphone,click,2025-05-02 12:25:18
2cc0fc9c-7f9f-42d2-ae6f-d3646192a5c5,user_80,P1001,Smartphone,purchase,2025-05-02 12:25:18
f6dac575-1c4c-472e-a475-35b3b5121990,user_21,P1003,Headphones,click,2025-05-02 12:25:18
8a2d0f59-a48e-4bf1-a84f-b73764820931,user_53,P1005,Smartwatch,click,2025-05-02 12:25:18
8fb8ac7e-e2ee-493a-95d6-15f7bd193d7e,user_16,P1005,Smartwatch,purchase,2025-05-02 12:25:18
bd0431d0-7ef9-4b8a-9fdf-0e814862acc4,user_60,P1003,Headphones,view,2025-05-02 12:25:18
2598926c-57b3-4dca-a77d-955c32c991cf,user_47,P1005,Smartwatch,view,2025-05-02 12:25:18
41903372-29b7-456a-b44c-777e06e061ed,user_73,P1003,Headphones,purchase,2025-05-02 12:25:18
