event_id,user_id,product_id,product_name,event_type,event_time
c07b094e-0f0c-4ed8-b152-2bd7210edc0a,user_64,P1003,Headphones,view,2025-04-26 11:07:44
d5efb167-9618-4329-bdcb-8856f035c350,user_100,P1003,Headphones,add_to_cart,2025-04-26 11:07:44
2fd6d992-3aef-4e2f-af38-a825d7c0fa50,user_82,P1001,Smartphone,view,2025-04-26 11:07:44
1af563ba-9f8a-47c4-bd7e-efe07e459ca0,user_51,P1003,Headphones,click,2025-04-26 11:07:44
f7f0ed00-3e82-410f-a992-6cc56345c27e,user_57,P1001,Smartphone,purchase,2025-04-26 11:07:44
b87956eb-3318-49ad-9e64-40fecfc0d1c4,user_48,P1005,Smartwatch,add_to_cart,2025-04-26 11:07:44
077bdffd-d946-44fe-a02c-c9318d42f10c,user_25,P1001,Smartphone,click,2025-04-26 11:07:44
440f5ef3-236d-419d-94ce-faee4e01e368,user_23,P1002,Laptop,view,2025-04-26 11:07:44
103b2a78-9ead-4e99-a83b-c3596117b99a,user_59,P1005,Smartwatch,purchase,2025-04-26 11:07:44
0c60985c-dbc0-4d35-b21f-d83b742358f1,user_23,P1004,Camera,add_to_cart,2025-04-26 11:07:44
f0f2efdb-ba24-4439-9ed1-aec6d98188ac,user_83,P1004,Camera,add_to_cart,2025-04-26 11:07:44
0e6cfce8-dae4-41c6-b2a9-627ea87f8175,user_8,P1003,Headphones,click,2025-04-26 11:07:44
9cb094c9-c8bf-4779-8af3-3e63d3983bc0,user_50,P1001,Smartphone,purchase,2025-04-26 11:07:44
43b11c17-a2a8-471c-aedf-ccca4180d0c9,user_48,P1003,Headphones,purchase,2025-04-26 11:07:44
cfd80429-1a46-4a94-a9d8-2deaf585d7cf,user_21,P1002,Laptop,add_to_cart,2025-04-26 11:07:44
9fb0dba5-3336-460b-9374-a8f337b6e6e0,user_76,P1004,Camera,click,2025-04-26 11:07:44
23329c80-d966-4af9-8d0b-c1ae5610c199,user_90,P1002,Laptop,add_to_cart,2025-04-26 11:07:44
4a7abb08-b897-4909-ada4-81044dedd34f,user_24,P1005,Smartwatch,purchase,2025-04-26 11:07:44
b2fc0b6a-abd2-4451-8b7f-e17014850c74,user_68,P1003,Headphones,purchase,2025-04-26 11:07:44
ab0e7ad4-8573-48ec-9147-d408f784279f,user_4,P1004,Camera,view,2025-04-26 11:07:44
35bb70f8-5429-4225-a85e-2af852a48c9d,user_62,P1004,Camera,click,2025-04-26 11:07:44
ea1a29df-36f3-4768-a380-f544193c5872,user_78,P1002,Laptop,view,2025-04-26 11:07:44
79387030-d173-4743-beea-7aedfb6d7c91,user_41,P1001,Smartphone,click,2025-04-26 11:07:44
11f809a2-591d-4352-97b5-ce7e52375818,user_20,P1002,Laptop,click,2025-04-26 11:07:44
8c47cece-d13b-4a1a-81c3-0bfed021eaaf,user_4,P1001,Smartphone,add_to_cart,2025-04-26 11:07:44
c8a574b7-6014-4878-893b-e9ec52d8f135,user_63,P1005,Smartwatch,click,2025-04-26 11:07:44
9b4774b0-d632-410b-a175-699f492bd959,user_94,P1001,Smartphone,purchase,2025-04-26 11:07:44
26530963-0367-47e5-b474-5db406c5e643,user_79,P1002,Laptop,view,2025-04-26 11:07:44
2c156d9d-8ad0-481b-b1c5-9280829bf3a6,user_53,P1001,Smartphone,add_to_cart,2025-04-26 11:07:44
4d227f8e-e081-4acc-b11d-bf213dced05d,user_33,P1004,Camera,purchase,2025-04-26 11:07:44
8fd62d41-55d9-47fc-8e4b-4ab6ae25aabe,user_49,P1002,Laptop,add_to_cart,2025-04-26 11:07:44
9109ef4c-6b5e-4bb3-a696-14762ab47f67,user_61,P1001,Smartphone,click,2025-04-26 11:07:44
6c895a52-9623-4bee-b22c-5278557ba39f,user_64,P1001,Smartphone,click,2025-04-26 11:07:44
2e48b1a8-3a97-4059-9ed6-bdb8eaa22760,user_8,P1003,Headphones,click,2025-04-26 11:07:44
