event_id,user_id,product_id,product_name,event_type,event_time
7010b5b4-21b9-4c1c-bea0-8bfe2ce166d2,user_46,P1005,Smartwatch,add_to_cart,2025-04-26 11:00:08
b6d77df9-9919-4f99-a9e6-c86055b9b180,user_9,P1002,Laptop,click,2025-04-26 11:00:08
c6b142e5-d9bf-47d9-924f-974993636c0e,user_32,P1001,Smartphone,click,2025-04-26 11:00:08
8fa4f024-1371-4ada-9125-ad18cf0a09eb,user_60,P1005,Smartwatch,view,2025-04-26 11:00:08
c96d7992-f64c-4d14-9fef-807d6eec1e40,user_48,P1002,Laptop,click,2025-04-26 11:00:08
9b6c69d2-d9fa-4ceb-a236-e969e09bf1ff,user_21,P1004,Camera,view,2025-04-26 11:00:08
695f7f31-346b-43be-aeaa-11aa86fb4f2d,user_31,P1001,Smartphone,click,2025-04-26 11:00:08
16b8e457-b85a-4d2c-9239-55d3b6250c18,user_76,P1003,Headphones,add_to_cart,2025-04-26 11:00:08
a6c0a5ac-b179-4a50-a128-e7b4ab5bc8d4,user_61,P1003,Headphones,add_to_cart,2025-04-26 11:00:08
62371a57-04da-43b4-94f5-d24a4a123024,user_63,P1002,Laptop,view,2025-04-26 11:00:08
825828e6-7b94-46f0-933a-2e7e196f56ad,user_7,P1003,Headphones,purchase,2025-04-26 11:00:08
ae61825d-ace0-4513-b08f-051bef0918a0,user_38,P1001,Smartphone,view,2025-04-26 11:00:08
7c1cc667-43eb-4759-b733-1ca4173cf72b,user_4,P1005,Smartwatch,add_to_cart,2025-04-26 11:00:08
cb58718f-5c31-4260-9df3-0328a936e0e2,user_32,P1002,Laptop,add_to_cart,2025-04-26 11:00:08
63008139-407a-4bcb-85b2-4456fd54f4e3,user_25,P1004,Camera,click,2025-04-26 11:00:08
b8a086fc-3d5b-4d66-a823-8672e67bb999,user_21,P1004,Camera,purchase,2025-04-26 11:00:08
af346e4c-e2fd-45ca-b35a-a4dade48fecb,user_71,P1005,Smartwatch,purchase,2025-04-26 11:00:08
9cfd42bd-686a-4752-961e-55c60380c166,user_49,P1002,Laptop,view,2025-04-26 11:00:08
011e7ffc-4d51-4139-84fd-0bb4885a2dfc,user_87,P1004,Camera,view,2025-04-26 11:00:08
4df8e23c-9023-44c6-a2e9-62e8ca14330f,user_92,P1004,Camera,purchase,2025-04-26 11:00:08
d511d74b-ee52-4d27-87b8-fdcf040cf0eb,user_20,P1003,Headphones,view,2025-04-26 11:00:08
0a25a25e-35fc-48b0-ae0e-ec2182076f59,user_70,P1001,Smartphone,add_to_cart,2025-04-26 11:00:08
78cf525d-0299-4abf-b20f-fa043ff5dfcc,user_46,P1005,Smartwatch,view,2025-04-26 11:00:08
eceac030-114e-4ef2-a05b-ed4dba6178af,user_48,P1003,Headphones,purchase,2025-04-26 11:00:08
d2826e04-6202-4c4b-b2cd-923550a24791,user_67,P1004,Camera,add_to_cart,2025-04-26 11:00:08
55d897b1-fdde-4be2-be59-99f7d90034c4,user_14,P1005,Smartwatch,view,2025-04-26 11:00:08
56cbe610-76dc-453d-a25b-0892c3e19f04,user_41,P1001,Smartphone,click,2025-04-26 11:00:08
7534bb22-8821-44ec-b9c2-63308c1f98f0,user_6,P1004,Camera,purchase,2025-04-26 11:00:08
b38769e3-800e-4d2a-bb28-b97c78042cee,user_24,P1003,Headphones,view,2025-04-26 11:00:08
be6871ef-1992-40d1-9b4c-ac91b08810d3,user_16,P1002,Laptop,click,2025-04-26 11:00:08
7d55f468-3d66-4af1-9d09-4f446ce1661a,user_19,P1004,Camera,add_to_cart,2025-04-26 11:00:08
37095ff6-4f07-4795-ac3d-b9cf48c03931,user_14,P1005,Smartwatch,add_to_cart,2025-04-26 11:00:08
62ed9d9a-2188-450b-ad99-27dbcef8bb1e,user_23,P1003,Headphones,add_to_cart,2025-04-26 11:00:08
4cde662e-6f2d-4a34-85be-babc7cf60cc0,user_21,P1002,Laptop,add_to_cart,2025-04-26 11:00:08
5e7def2d-5675-4aee-b1fb-50dedc62afcb,user_15,P1001,Smartphone,purchase,2025-04-26 11:00:08
48d3218f-8939-433a-9b95-684c7fa1902b,user_67,P1005,Smartwatch,click,2025-04-26 11:00:08
97c82641-d3a8-4e43-965c-ebd563c3c315,user_30,P1005,Smartwatch,click,2025-04-26 11:00:08
96df41eb-93db-4ca6-93c5-069319fc5521,user_43,P1004,Camera,view,2025-04-26 11:00:08
417e64fa-9322-4470-9f96-c5802801701e,user_98,P1001,Smartphone,view,2025-04-26 11:00:08
c4681b0c-3738-4cb1-85c2-422c3f9d9b3c,user_2,P1004,Camera,view,2025-04-26 11:00:08
3e04779b-bdad-47f4-9d33-742116528457,user_93,P1002,Laptop,add_to_cart,2025-04-26 11:00:08
e9a14d52-28f8-4a3f-a71d-0019049b634f,user_24,P1004,Camera,view,2025-04-26 11:00:08
bbccb4ab-9c66-42a3-95a3-caca1a6201da,user_99,P1003,Headphones,click,2025-04-26 11:00:08
d45600ee-5443-4468-97e8-58a8d92ecfde,user_90,P1002,Laptop,click,2025-04-26 11:00:08
3b4bb368-40c3-40fd-902c-8eb9f006e588,user_46,P1004,Camera,click,2025-04-26 11:00:08
b33e039b-7c9a-40aa-a44b-0c9b28c8ecb4,user_11,P1005,Smartwatch,click,2025-04-26 11:00:08
084d8b57-a602-4d1d-80a8-e58b1345c3d5,user_54,P1003,Headphones,click,2025-04-26 11:00:08
ed32af48-ee25-4511-bfda-2cf6b219df4e,user_50,P1002,Laptop,purchase,2025-04-26 11:00:08
dd1978b5-c507-467d-bcf6-ab6995f10319,user_64,P1001,Smartphone,click,2025-04-26 11:00:08
67820819-ddb3-40bb-baca-5fdb78f66f05,user_66,P1004,Camera,purchase,2025-04-26 11:00:08
