event_id,user_id,product_id,product_name,event_type,event_time
9ac1bcd8-59d6-4baf-bf6d-cb59927e2733,user_97,P1004,Camera,purchase,2025-04-26 10:57:43
277fbc50-29f2-4663-9d63-2f2f3048b9cd,user_84,P1001,Smartphone,view,2025-04-26 10:57:43
9c3f6701-3218-46f7-bbef-17cd5fa126db,user_73,P1001,Smartphone,click,2025-04-26 10:57:43
d40894b4-5088-464e-a30c-a63302680eaa,user_29,P1001,Smartphone,click,2025-04-26 10:57:43
88bd4e8d-c220-4166-b0d7-26516ebc7db7,user_95,P1005,Smartwatch,purchase,2025-04-26 10:57:43
592cfdd7-92e5-4164-b638-7d9d33305741,user_92,P1002,Laptop,purchase,2025-04-26 10:57:43
bbb6a4c1-df2c-4d6c-843a-4102f5e8be82,user_80,P1001,Smartphone,purchase,2025-04-26 10:57:43
f9659fe0-a56b-42a6-b228-97868f0887ca,user_40,P1005,Smartwatch,view,2025-04-26 10:57:43
af274989-eebe-4b77-86b4-769b71cf3cd9,user_54,P1004,Camera,view,2025-04-26 10:57:43
46d5ea7d-e2d0-4306-af89-f0ec13c59718,user_68,P1003,Headphones,purchase,2025-04-26 10:57:43
a1f1e18d-db6d-415f-bf80-cb387bb9312b,user_29,P1004,Camera,add_to_cart,2025-04-26 10:57:43
37bf8e5c-6263-42f1-b479-60ca22d324f1,user_12,P1004,Camera,click,2025-04-26 10:57:43
9e97136e-e06c-4852-a5c3-0a158054fc0a,user_62,P1003,Headphones,click,2025-04-26 10:57:43
6c8cc9e2-e56c-46ef-ba1b-726dad89b020,user_52,P1003,Headphones,purchase,2025-04-26 10:57:43
2abed051-0b59-46d4-b2a7-a839f4e6d1ff,user_31,P1004,Camera,add_to_cart,2025-04-26 10:57:43
c921ce2a-6b97-4523-8c8d-8047b65e1068,user_75,P1002,Laptop,add_to_cart,2025-04-26 10:57:43
8bede80e-39bc-4100-b395-5a8eb673121d,user_11,P1003,Headphones,add_to_cart,2025-04-26 10:57:43
81481296-1d8a-4325-aa4b-7d0b0401267b,user_44,P1003,Headphones,view,2025-04-26 10:57:43
3ab659ec-5dec-427e-9d5d-52c6917646ed,user_93,P1005,Smartwatch,add_to_cart,2025-04-26 10:57:43
a1983d14-f2fd-4c18-976f-94917693bd91,user_49,P1002,Laptop,purchase,2025-04-26 10:57:43
