event_id,user_id,product_id,product_name,event_type,event_time
e86d265b-8ea4-4a3e-b3c9-17bd2ce37637,user_66,P1003,Headphones,click,2025-04-26 11:00:33
36c54e16-b7db-4f1d-b370-500b56a9de67,user_93,P1002,Laptop,view,2025-04-26 11:00:33
e44b38f6-2443-45b0-bab3-0d94ac3149b3,user_23,P1002,Laptop,purchase,2025-04-26 11:00:33
225fbfe6-9293-464b-8a75-48088fd27e11,user_59,P1003,Headphones,purchase,2025-04-26 11:00:33
278ad510-61f8-4800-b76b-450470940b90,user_65,P1001,Smartphone,view,2025-04-26 11:00:33
d131ba9f-f8fa-4aae-952b-6b3a88a9d09d,user_50,P1002,Laptop,view,2025-04-26 11:00:33
1dec368e-a971-49d9-aa19-74a5b86b3a7b,user_36,P1003,Headphones,view,2025-04-26 11:00:33
2aaea37f-16de-4261-90f3-cd8f36475c1e,user_83,P1002,Laptop,purchase,2025-04-26 11:00:33
9ca679fb-efdc-4069-9053-21782fe18898,user_95,P1004,Camera,view,2025-04-26 11:00:33
832f1e32-fe09-4cbe-a195-3dcd4fb94595,user_2,P1001,Smartphone,purchase,2025-04-26 11:00:33
aecb3060-a315-435c-a56b-06dcfaa6c61f,user_87,P1005,Smartwatch,purchase,2025-04-26 11:00:33
f1fc5638-1084-4f65-bef5-7c6101ebf714,user_1,P1005,Smartwatch,add_to_cart,2025-04-26 11:00:33
a6f656de-2ba4-4019-985b-62be30500ab9,user_57,P1001,Smartphone,click,2025-04-26 11:00:33
dfd7052c-b00f-46f8-a473-a06ca5337ac3,user_57,P1001,Smartphone,purchase,2025-04-26 11:00:33
db5d9a1c-d901-45a1-ad5c-c011dfd95ace,user_82,P1002,Laptop,click,2025-04-26 11:00:33
de6c1b5b-36df-4bc7-bae8-6a17761a73c9,user_67,P1005,Smartwatch,purchase,2025-04-26 11:00:33
d16d0195-f177-4c2b-8f99-0f0781fd8ed0,user_36,P1002,Laptop,purchase,2025-04-26 11:00:33
fa4b2988-e26e-4001-ad3f-e8e1bc5740c2,user_59,P1001,Smartphone,add_to_cart,2025-04-26 11:00:33
b3abc1f7-28f5-4b82-a4a6-b901c8b0cbd8,user_66,P1001,Smartphone,view,2025-04-26 11:00:33
1457adf0-a46a-4c8e-a3c6-5698dedd973d,user_94,P1004,Camera,purchase,2025-04-26 11:00:33
d6d78f11-9e97-4eaa-842c-c26704828f60,user_66,P1002,Laptop,add_to_cart,2025-04-26 11:00:33
70f8e77a-449a-476b-aac4-ec5e818a5edb,user_95,P1002,Laptop,purchase,2025-04-26 11:00:33
74f2e96f-92b9-4ecb-a9b8-06981b814bc9,user_44,P1002,Laptop,view,2025-04-26 11:00:33
7fd721a3-f3fe-437c-a87c-0f40ac04a724,user_50,P1001,Smartphone,add_to_cart,2025-04-26 11:00:33
306b9c5f-0877-4cac-8654-386868ef6311,user_28,P1004,Camera,add_to_cart,2025-04-26 11:00:33
876afeef-1f0f-454c-a38c-52cb14078498,user_52,P1004,Camera,click,2025-04-26 11:00:33
a398d55e-286b-42eb-89ee-e7213541ab18,user_43,P1001,Smartphone,view,2025-04-26 11:00:33
36f6f462-4609-4f76-80bd-f17e3ca331d8,user_67,P1001,Smartphone,add_to_cart,2025-04-26 11:00:33
e0740412-67da-4ccc-b2bd-2a3be2ce510b,user_6,P1004,Camera,purchase,2025-04-26 11:00:33
29738f5c-f211-4d94-af77-012b2c6b9d80,user_10,P1003,Headphones,click,2025-04-26 11:00:33
41ab8b81-e33f-4cae-a930-eae77ddaa071,user_38,P1005,Smartwatch,view,2025-04-26 11:00:33
94f67d45-aaa2-4917-b127-594e89cb1a0c,user_29,P1002,Laptop,purchase,2025-04-26 11:00:33
52802349-c142-4ade-aece-0fab373a2cd3,user_10,P1005,Smartwatch,add_to_cart,2025-04-26 11:00:33
d348bc2e-df5f-41a7-96c1-60571860f8f4,user_49,P1002,Laptop,click,2025-04-26 11:00:33
